CSP,Environment,NarrowEnvironment,AlertType,Priority,Key,AppCode,ConfigRule,Summary,Account,tCreated,tResolved,TimeToResolve
AWS,Dev,Dev,GuardDuty,Low,CSD-10060,IHOF,AWS-365,Me image little forget administration air kitchen.,427030319406,2025-05-17T00:51:32.242252+00:00,2025-06-04T01:51:32.242252+00:00,"18 days, 1:00:00"
AWS,Dev,Dev,System,Low,CSD-10062,PZCF,AWS-369,Item ask center put continue design soldier industry.,738079857055,2025-05-31T09:10:39.655803+00:00,2025-06-14T05:10:39.655803+00:00,"13 days, 20:00:00"
AWS,Uat,Uat,Alert,Low,CSD-10063,NDRX,AWS-950,Forward property remain difference past begin attention fund machine bed.,639888502326,2024-12-26T19:04:17.189480+00:00,2025-01-22T15:04:17.189480+00:00,"26 days, 20:00:00"
AWS,Unknown,Unknown,GuardDuty,High,CSD-10067,HGDO,AWS-763,Social bar sign none she represent thing him sound concern.,441547927101,2025-03-03T07:36:06.163610+00:00,2025-03-17T19:36:06.163610+00:00,"14 days, 12:00:00"
AWS,Non Prod,Unknown,GuardDuty,High,CSD-10068,IHOF,AWS-763,Season oil apply recognize begin fact.,639888502326,2024-08-10T11:04:41.255681+00:00,2024-09-08T22:04:41.255681+00:00,"29 days, 11:00:00"
AWS,Unknown,Unknown,GuardDuty,High,CSD-10072,MGZI,AWS-532,Arrive window policy determine image threat firm.,596216598819,2025-03-01T11:43:37.204463+00:00,2025-03-25T17:43:37.204463+00:00,"24 days, 6:00:00"
AWS,PROD,Prod,Alert,Medium,CSD-10074,KLEH,AWS-438,Individual if truth laugh enough when cultural.,738079857055,2025-03-31T22:36:19.707811+00:00,2025-04-21T18:36:19.707811+00:00,"20 days, 20:00:00"
AWS,Dev,Dev,System,Medium,CSD-10075,KLEH,AWS-450,Lot woman second media.,123632124732,2024-08-20T00:32:18.235908+00:00,2024-08-22T19:32:18.235908+00:00,"2 days, 19:00:00"
AWS,Dev,Dev,System,Medium,CSD-10077,FJEB,AWS-181,Tonight personal much hair age like push foreign.,364627684423,2025-07-14T20:47:29.854462+00:00,2025-07-18T11:47:29.854462+00:00,"3 days, 15:00:00"
AWS,Dev,Dev,GuardDuty,Low,CSD-10078,HALU,AWS-575,Trip information themselves reality eight.,923600132327,2025-03-17T23:47:14.990369+00:00,2025-04-09T16:47:14.990369+00:00,"22 days, 17:00:00"
AWS,Uat,Uat,Alert,Medium,CSD-10080,UCDR,AWS-950,Talk subject but attention.,738079857055,2024-12-27T14:40:01.739706+00:00,2025-01-12T02:40:01.739706+00:00,"15 days, 12:00:00"
AWS,Unknown,Unknown,GuardDuty,unknown,CSD-10081,BAZB,AWS-845,Decade first painting most maybe.,123632124732,2025-05-26T03:45:03.253518+00:00,2025-06-23T01:45:03.253518+00:00,"27 days, 22:00:00"
AWS,Unknown,Unknown,System,unknown,CSD-10082,QHRL,AWS-438,Her no seek door fly create.,740393183466,2025-03-27T18:45:28.385236+00:00,2025-04-10T06:45:28.385236+00:00,"13 days, 12:00:00"
AWS,Unknown,Unknown,System,unknown,CSD-10084,MGZI,AWS-418,Adult seat picture bag human over must sign.,596216598819,2024-12-25T23:42:44.016002+00:00,2025-01-05T14:42:44.016002+00:00,"10 days, 15:00:00"
AWS,Non Prod,Unknown,System,Low,CSD-10086,NDRX,AWS-418,Exist service western recent majority organization identify appear wife.,364627684423,2025-06-02T04:53:11.347852+00:00,2025-06-02T20:53:11.347852+00:00,16:00:00
AWS,Non Prod,Uat,GuardDuty,High,CSD-10091,KLEH,AWS-365,Six talk growth service reduce if while discover deal result.,123632124732,2025-04-22T13:16:17.339139+00:00,2025-04-30T22:16:17.339139+00:00,"8 days, 9:00:00"
AWS,Uat,Uat,GuardDuty,Low,CSD-10092,LEPC,AWS-418,Act look value enter everybody.,656155420224,2024-10-11T05:30:00.341089+00:00,2024-10-24T04:30:00.341089+00:00,"12 days, 23:00:00"
AWS,Uat,Uat,System,High,CSD-10093,ATOV,AWS-393,Another brother sing fine family song already may writer.,639888502326,2024-08-13T02:40:39.151148+00:00,2024-09-03T18:40:39.151148+00:00,"21 days, 16:00:00"
AWS,PROD,Prod,Alert,Low,CSD-10096,AWAR,AWS-173,Collection far common result dog possible court collection would.,519458122123,2024-10-20T14:55:38.039832+00:00,2024-11-13T00:55:38.039832+00:00,"23 days, 10:00:00"
AWS,Dev,Dev,Alert,Medium,CSD-10097,FJEB,AWS-751,Interview market teacher live tell under watch carry interest.,584076875742,2025-04-18T21:02:05.780265+00:00,2025-05-18T08:02:05.780265+00:00,"29 days, 11:00:00"
AWS,Non Prod,Dev,System,unknown,CSD-10100,YZSN,AWS-532,Candidate open treatment glass task.,519190630105,2025-03-25T20:08:46.407130+00:00,2025-03-30T02:08:46.407130+00:00,"4 days, 6:00:00"
AWS,Non Prod,Unknown,Alert,High,CSD-10102,HTDG,AWS-737,What should a oil list.,706081894896,2025-06-29T18:56:02.092114+00:00,2025-07-12T12:56:02.092114+00:00,"12 days, 18:00:00"
AWS,Uat,Uat,GuardDuty,High,CSD-10103,CAHY,AWS-751,Scientist southern paper draw.,705715670839,2024-10-06T10:44:37.212134+00:00,2024-10-12T09:44:37.212134+00:00,"5 days, 23:00:00"
AWS,Non Prod,Uat,Alert,unknown,CSD-10105,EAPL,AWS-845,Statement health attention ball so magazine house guess.,639888502326,2025-06-09T16:58:21.517326+00:00,2025-06-28T19:58:21.517326+00:00,"19 days, 3:00:00"
AWS,Dev,Dev,System,Low,CSD-10107,CVPR,AWS-575,International popular she decide rise vote inside.,123632124732,2024-09-17T16:50:41.654242+00:00,2024-10-15T08:50:41.654242+00:00,"27 days, 16:00:00"
AWS,PROD,Prod,System,unknown,CSD-10110,PZCF,AWS-438,Suffer city speak base successful.,150613134164,2025-07-03T09:03:40.291419+00:00,2025-07-17T00:03:40.291419+00:00,"13 days, 15:00:00"
AWS,Unknown,Unknown,Alert,unknown,CSD-10111,KLEH,AWS-751,Adult success local key man college light husband.,196700147149,2025-05-29T04:47:51.536693+00:00,2025-06-25T10:47:51.536693+00:00,"27 days, 6:00:00"
AWS,Dev,Dev,Alert,unknown,CSD-10115,XPQW,AWS-438,Will bad Republican PM door customer concern deal relationship open open.,838621467965,2024-10-03T11:30:55.304631+00:00,2024-10-24T21:30:55.304631+00:00,"21 days, 10:00:00"
AWS,PROD,Prod,GuardDuty,High,CSD-10116,HGDO,AWS-751,Politics difficult next character red task cover environment standard audience.,524865655974,2024-12-20T17:01:25.655375+00:00,2025-01-15T07:01:25.655375+00:00,"25 days, 14:00:00"
AWS,Unknown,Unknown,System,Low,CSD-10118,ATOV,AWS-720,They close wife how guy piece alone.,519190630105,2024-09-10T04:54:36.263036+00:00,2024-09-30T01:54:36.263036+00:00,"19 days, 21:00:00"
AWS,Non Prod,Uat,GuardDuty,Low,CSD-10120,IYMT,AWS-921,Step career success job possible research both room cup party.,519458122123,2025-05-07T03:16:24.042531+00:00,2025-05-25T07:16:24.042531+00:00,"18 days, 4:00:00"
AWS,Uat,Uat,GuardDuty,unknown,CSD-10125,XEBY,AWS-143,Possible over audience interesting manage including too.,596216598819,2024-12-08T14:40:12.773246+00:00,2025-01-06T04:40:12.773246+00:00,"28 days, 14:00:00"
AWS,Non Prod,Dev,Alert,High,CSD-10127,QHRL,AWS-450,Relationship work help career beautiful not.,519458122123,2024-08-15T10:26:30.687102+00:00,2024-08-17T01:26:30.687102+00:00,"1 day, 15:00:00"
AWS,Non Prod,Unknown,System,High,CSD-10128,QHRL,AWS-448,Professor part adult debate imagine rise.,524865655974,2024-10-08T16:18:10.832547+00:00,2024-11-02T02:18:10.832547+00:00,"24 days, 10:00:00"
AWS,Uat,Uat,GuardDuty,Medium,CSD-10129,HALU,AWS-559,Heavy the organization hotel wear watch indeed toward model.,656155420224,2025-04-14T06:31:53.127793+00:00,2025-05-10T19:31:53.127793+00:00,"26 days, 13:00:00"
AWS,Non Prod,Uat,Alert,High,CSD-10130,MGZI,AWS-448,Sport everything improve unit of improve.,584076875742,2025-07-03T16:16:49.967818+00:00,2025-07-14T06:16:49.967818+00:00,"10 days, 14:00:00"
AWS,Dev,Dev,System,Medium,CSD-10131,FJEB,AWS-132,Action statement peace worker difficult and method wife wrong.,706081894896,2025-03-25T06:58:15.971470+00:00,2025-03-31T02:58:15.971470+00:00,"5 days, 20:00:00"
AWS,Dev,Dev,Alert,Low,CSD-10132,MKMK,AWS-729,Another reality issue nature information.,656155420224,2025-05-04T06:40:25.113592+00:00,2025-05-04T20:40:25.113592+00:00,14:00:00
AWS,Dev,Dev,System,Low,CSD-10134,XEBY,AWS-763,Firm beyond go article change something.,740393183466,2025-06-24T12:54:51.927947+00:00,2025-07-01T14:54:51.927947+00:00,"7 days, 2:00:00"
AWS,Uat,Uat,Alert,unknown,CSD-10135,HZCH,AWS-588,Capital financial fish moment consider their across story method.,427030319406,2025-05-11T12:37:40.314800+00:00,2025-05-15T07:37:40.314800+00:00,"3 days, 19:00:00"
AWS,Uat,Uat,System,unknown,CSD-10136,UCDR,AWS-950,Training standard anyone professional bed per.,524865655974,2025-04-01T21:33:55.303317+00:00,2025-04-05T07:33:55.303317+00:00,"3 days, 10:00:00"
AWS,Unknown,Unknown,System,High,CSD-10137,AWAR,AWS-181,What continue person bad agent.,519458122123,2024-12-08T15:12:26.498180+00:00,2024-12-24T06:12:26.498180+00:00,"15 days, 15:00:00"
AWS,Dev,Dev,System,High,CSD-10138,VMIW,AWS-729,Within would usually share manage million.,584076875742,2025-06-21T21:10:47.530231+00:00,2025-07-04T20:10:47.530231+00:00,"12 days, 23:00:00"
AWS,Unknown,Unknown,System,Medium,CSD-10139,PZCF,AWS-418,Up which drug worker later.,441547927101,2025-06-03T01:52:28.912887+00:00,2025-06-30T09:52:28.912887+00:00,"27 days, 8:00:00"
AWS,Unknown,Unknown,GuardDuty,High,CSD-10143,UCDR,AWS-809,Future various sit price six matter.,427030319406,2025-04-08T06:06:18.810364+00:00,2025-05-02T15:06:18.810364+00:00,"24 days, 9:00:00"
AWS,Non Prod,Unknown,System,Low,CSD-10144,IHOF,AWS-845,Economy accept after person crime amount remain.,519458122123,2025-04-17T13:53:49.584460+00:00,2025-05-10T02:53:49.584460+00:00,"22 days, 13:00:00"
AWS,Uat,Uat,Alert,High,CSD-10145,CVPR,AWS-729,Cause believe ground difference finally support camera.,524865655974,2025-02-27T06:10:11.647524+00:00,2025-03-10T09:10:11.647524+00:00,"11 days, 3:00:00"
AWS,Non Prod,Dev,System,unknown,CSD-10146,CAHY,AWS-393,Responsibility successful necessary car car.,838621467965,2024-12-25T13:26:24.454704+00:00,2024-12-31T18:26:24.454704+00:00,"6 days, 5:00:00"
AWS,PROD,Prod,Alert,Medium,CSD-10148,HALU,AWS-809,Like former though that guess matter occur even put.,441547927101,2024-12-16T06:47:28.931630+00:00,2024-12-23T22:47:28.931630+00:00,"7 days, 16:00:00"
AWS,Unknown,Unknown,GuardDuty,Medium,CSD-10153,UCDR,AWS-647,Attorney consumer accept share method but feel so.,196700147149,2025-02-14T03:12:15.128804+00:00,2025-03-01T09:12:15.128804+00:00,"15 days, 6:00:00"
AWS,Non Prod,Uat,GuardDuty,Medium,CSD-10156,GICK,AWS-729,Some true glass development fly between politics western case phone.,427030319406,2024-08-10T08:20:49.298306+00:00,2024-09-08T20:20:49.298306+00:00,"29 days, 12:00:00"
AWS,Dev,Dev,GuardDuty,High,CSD-10157,YZSN,AWS-532,Very theory realize continue owner foreign power leg range.,441547927101,2025-05-13T18:18:14.252356+00:00,2025-06-05T14:18:14.252356+00:00,"22 days, 20:00:00"
AWS,Unknown,Unknown,Alert,High,CSD-10159,BAZB,AWS-400,Involve unit rest operation section.,639888502326,2025-05-17T15:21:59.073237+00:00,2025-05-23T19:21:59.073237+00:00,"6 days, 4:00:00"
AWS,Uat,Uat,GuardDuty,unknown,CSD-10162,VMIW,AWS-737,Imagine week follow white recent six who his guy.,596216598819,2024-10-03T19:39:23.937455+00:00,2024-10-06T20:39:23.937455+00:00,"3 days, 1:00:00"
AWS,Non Prod,Unknown,System,Low,CSD-10163,HGDO,AWS-561,They letter then outside coach interview budget common trade usually.,705715670839,2024-09-22T18:11:34.626717+00:00,2024-10-18T14:11:34.626717+00:00,"25 days, 20:00:00"
AWS,PROD,Prod,Alert,High,CSD-10164,HTDG,AWS-418,Discover forward attention wonder painting.,524865655974,2025-05-07T03:43:21.524900+00:00,2025-05-17T05:43:21.524900+00:00,"10 days, 2:00:00"
AWS,Dev,Dev,System,unknown,CSD-10165,DEMS,AWS-763,Best executive store direction administration something available property true up.,738079857055,2025-03-13T03:55:00.022150+00:00,2025-04-02T17:55:00.022150+00:00,"20 days, 14:00:00"
AWS,Unknown,Unknown,System,Low,CSD-10166,FJEB,AWS-647,Coach entire security final security nearly then at project want.,511043321633,2024-11-01T05:29:54.951848+00:00,2024-11-26T21:29:54.951848+00:00,"25 days, 16:00:00"
AWS,Dev,Dev,GuardDuty,High,CSD-10167,GICK,AWS-559,Of daughter help floor voice try.,639888502326,2025-04-05T17:38:33.146080+00:00,2025-04-29T10:38:33.146080+00:00,"23 days, 17:00:00"
AWS,Unknown,Unknown,Alert,Low,CSD-10168,XEBY,AWS-647,Population soldier series ok another any meeting.,150613134164,2024-10-03T20:12:23.864277+00:00,2024-10-21T13:12:23.864277+00:00,"17 days, 17:00:00"
AWS,Non Prod,Unknown,System,Medium,CSD-10171,XPQW,AWS-132,Can present child meet focus detail quality lose admit trial.,511043321633,2025-04-02T02:05:35.327358+00:00,2025-04-25T16:05:35.327358+00:00,"23 days, 14:00:00"
AWS,PROD,Prod,Alert,Medium,CSD-10172,FJEB,AWS-809,Film management sort stand think again.,838621467965,2024-09-05T04:43:26.397545+00:00,2024-09-22T01:43:26.397545+00:00,"16 days, 21:00:00"
AWS,Uat,Uat,GuardDuty,Low,CSD-10180,CAHY,AWS-448,Very group professor worker various trip trip.,738079857055,2025-02-04T20:34:50.296936+00:00,2025-02-26T06:34:50.296936+00:00,"21 days, 10:00:00"
AWS,Non Prod,Uat,GuardDuty,Medium,CSD-10181,DEMS,AWS-143,Born we sound degree shake man allow claim difficult election.,656155420224,2024-11-13T08:06:57.771807+00:00,2024-11-18T13:06:57.771807+00:00,"5 days, 5:00:00"
AWS,Non Prod,Uat,Alert,High,CSD-10184,CVPR,AWS-950,Charge identify show ball board material include instead though do appear.,150613134164,2024-12-22T03:26:20.309275+00:00,2025-01-07T15:26:20.309275+00:00,"16 days, 12:00:00"
AWS,Non Prod,Dev,GuardDuty,unknown,CSD-10186,DEMS,AWS-400,Stuff situation tend more a.,639888502326,2025-04-25T14:43:43.879420+00:00,2025-05-08T07:43:43.879420+00:00,"12 days, 17:00:00"
AWS,Unknown,Unknown,GuardDuty,Medium,CSD-10189,EAPL,AWS-720,Responsibility American add could if light else ask give enjoy modern.,524865655974,2024-12-31T13:06:49.359389+00:00,2025-01-18T04:06:49.359389+00:00,"17 days, 15:00:00"
AWS,Non Prod,Uat,System,High,CSD-10191,HALU,AWS-400,Firm hospital would election sport whether compare thought student although.,123632124732,2025-06-09T08:01:06.985644+00:00,2025-07-03T10:01:06.985644+00:00,"24 days, 2:00:00"
AWS,PROD,Prod,GuardDuty,High,CSD-10192,LEPC,AWS-418,Reduce name grow out bring street mind wonder suddenly.,123632124732,2025-03-13T09:02:36.493525+00:00,2025-04-02T15:02:36.493525+00:00,"20 days, 6:00:00"
AWS,PROD,Prod,System,High,CSD-10193,UCDR,AWS-132,Rule set language attention might challenge.,441547927101,2025-07-07T07:50:06.502084+00:00,2025-07-11T19:50:06.502084+00:00,"4 days, 12:00:00"
AWS,Uat,Uat,System,unknown,CSD-10194,HGDO,AWS-532,Season ready care at debate evening individual.,123632124732,2025-01-06T11:20:26.733503+00:00,2025-01-10T03:20:26.733503+00:00,"3 days, 16:00:00"
AWS,PROD,Prod,Alert,High,CSD-10195,GICK,AWS-559,Approach around stop effort research maintain prevent safe camera practice.,123632124732,2025-02-12T06:24:37.317431+00:00,2025-02-27T11:24:37.317431+00:00,"15 days, 5:00:00"
AWS,Uat,Uat,Alert,High,CSD-10196,UCDR,AWS-561,Read her weight dark could idea believe suddenly.,123632124732,2025-02-24T10:49:02.591718+00:00,2025-03-08T19:49:02.591718+00:00,"12 days, 9:00:00"
AWS,Dev,Dev,Alert,Low,CSD-10197,CAHY,AWS-132,Record couple huge agent once home thousand firm ball.,441547927101,2024-12-14T12:25:42.167107+00:00,2025-01-02T19:25:42.167107+00:00,"19 days, 7:00:00"
AWS,Dev,Dev,Alert,Medium,CSD-10198,NDRX,AWS-729,Expect one sell market question itself media tough.,196700147149,2024-12-01T21:09:42.974416+00:00,2024-12-27T01:09:42.974416+00:00,"25 days, 4:00:00"
AWS,Non Prod,Dev,Alert,High,CSD-10201,PZCF,AWS-950,Within stage candidate focus girl story.,519458122123,2024-07-24T19:23:17.349190+00:00,2024-07-29T21:23:17.349190+00:00,"5 days, 2:00:00"
AWS,Unknown,Unknown,GuardDuty,Medium,CSD-10202,CVPR,AWS-365,For fact what party data do bag.,511043321633,2025-01-02T03:38:39.226932+00:00,2025-01-03T02:38:39.226932+00:00,23:00:00
AWS,Non Prod,Dev,System,Medium,CSD-10204,VMIW,AWS-418,Produce baby outside late establish appear democratic.,441547927101,2025-03-02T09:05:52.548214+00:00,2025-03-18T07:05:52.548214+00:00,"15 days, 22:00:00"
AWS,Unknown,Unknown,Alert,High,CSD-10208,IHOF,AWS-365,Society growth piece admit always final fire involve already.,441547927101,2025-04-03T05:53:38.965739+00:00,2025-04-26T06:53:38.965739+00:00,"23 days, 1:00:00"
AWS,Dev,Dev,Alert,High,CSD-10209,XPQW,AWS-575,History writer assume guess size talk.,441547927101,2024-12-27T19:33:21.195231+00:00,2025-01-05T17:33:21.195231+00:00,"8 days, 22:00:00"
AWS,Non Prod,Uat,Alert,Low,CSD-10212,HALU,AWS-448,Nation economic because present site white himself.,838621467965,2025-03-09T22:13:13.162591+00:00,2025-04-06T02:13:13.162591+00:00,"27 days, 4:00:00"
AWS,Unknown,Unknown,Alert,High,CSD-10213,IHOF,AWS-438,Loss trip forward knowledge degree air always feel operation.,639888502326,2024-08-20T22:03:50.156832+00:00,2024-08-25T05:03:50.156832+00:00,"4 days, 7:00:00"
AWS,Unknown,Unknown,System,High,CSD-10221,ATOV,AWS-921,Around almost build newspaper want lot pull bar until law force.,923600132327,2025-04-09T20:35:43.130600+00:00,2025-04-14T21:35:43.130600+00:00,"5 days, 1:00:00"
AWS,Unknown,Unknown,System,unknown,CSD-10222,VMIW,AWS-132,Modern crime forward performance spring memory big hope ready.,740393183466,2024-10-09T16:33:45.711863+00:00,2024-11-07T03:33:45.711863+00:00,"28 days, 11:00:00"
AWS,Uat,Uat,System,Medium,CSD-10223,EAPL,AWS-448,Develop suddenly thought everybody impact recent long bring.,705715670839,2025-05-03T12:38:56.340535+00:00,2025-05-08T11:38:56.340535+00:00,"4 days, 23:00:00"
AWS,Unknown,Unknown,System,High,CSD-10224,QHRL,AWS-860,Meeting election window law staff treat she pick daughter.,519190630105,2024-12-09T04:27:24.773943+00:00,2024-12-18T20:27:24.773943+00:00,"9 days, 16:00:00"
AWS,Dev,Dev,GuardDuty,Low,CSD-10225,BAZB,AWS-450,Candidate cold bag fire test four long thing improve measure.,656155420224,2024-09-22T06:59:48.408999+00:00,2024-10-13T03:59:48.408999+00:00,"20 days, 21:00:00"
AWS,Non Prod,Unknown,GuardDuty,High,CSD-10228,XPQW,AWS-448,Five goal thought view animal.,838621467965,2024-09-17T23:25:02.281397+00:00,2024-09-25T17:25:02.281397+00:00,"7 days, 18:00:00"
AWS,Dev,Dev,GuardDuty,High,CSD-10229,HALU,AWS-809,All property spring assume reason pay.,838621467965,2024-09-28T00:45:42.285652+00:00,2024-10-26T08:45:42.285652+00:00,"28 days, 8:00:00"
AWS,Non Prod,Uat,GuardDuty,Low,CSD-10230,ZVWW,AWS-588,Among such citizen task race her social natural.,705715670839,2025-03-21T09:08:54.301938+00:00,2025-04-05T19:08:54.301938+00:00,"15 days, 10:00:00"
